region,census_code,총인구,총종사자수
송파(위례),11240560010010,585.0,83.0
송파(위례),11240560010011,553.0,87.0
송파(위례),11240560010012,471.0,162.0
송파(위례),11240560010013,410.0,241.0
송파(위례),11240560010014,529.0,218.0
송파(위례),11240560010015,559.0,169.0
송파(위례),11240560010016,450.0,287.0
송파(위례),11240560010017,463.0,110.0
송파(위례),11240560010018,410.0,37.0
송파(위례),11240560010019,485.0,96.0
송파(위례),11240560010020,406.0,289.0
송파(위례),11240560010021,484.0,27.0
송파(위례),11240560010022,587.0,137.0
송파(위례),11240560010023,561.0,69.0
송파(위례),11240560010024,507.0,75.0
송파(위례),11240560010025,566.0,13.0
송파(위례),11240560010026,407.0,37.0
송파(위례),11240560010027,462.0,54.0
송파(위례),11240560010028,429.0,95.0
송파(위례),11240560010101,642.0,39.0
송파(위례),11240560010201,406.0,39.0
송파(위례),11240560010301,612.0,12.0
송파(위례),11240560010501,327.0,11.0
송파(위례),11240560010701,339.0,13.0
송파(위례),11240560011201,419.0,51.0
송파(위례),11240560011202,459.0,208.0
송파(위례),11240570010001,418.0,1046.0
송파(위례),11240570010002,584.0,71.0
송파(위례),11240570010003,385.0,61.0
송파(위례),11240570010004,521.0,30.0
송파(위례),11240570010005,453.0,968.0
송파(위례),11240570010006,523.0,192.0
송파(위례),11240570010007,407.0,388.0
송파(위례),11240570010008,626.0,82.0
송파(위례),11240570010009,597.0,519.0
송파(위례),11240570010010,521.0,969.0
송파(위례),11240570010011,414.0,484.0
송파(위례),11240570010012,558.0,471.0
송파(위례),11240570010013,514.0,82.0
송파(위례),11240570010014,560.0,576.0
송파(위례),11240570010015,396.0,45.0
송파(위례),11240570010016,392.0,668.0
송파(위례),11240570010017,491.0,21.0
송파(위례),11240570010018,424.0,795.0
송파(위례),11240570010019,623.0,69.0
송파(위례),11240570010020,446.0,18.0
송파(위례),11240570010101,753.0,55.0
송파(위례),11240570010201,415.0,11.0
송파(위례),11240570010202,496.0,54.0
송파(위례),11240570010203,421.0,28.0
송파(위례),11240570010301,310.0,12.0
송파(위례),11240570010601,474.0,13.0
송파(위례),11240570010602,777.0,23.0
송파(위례),11240570010603,435.0,33.0
송파(위례),11240570010604,580.0,12.0
송파(위례),11240580010001,669.0,2064.0
송파(위례),11240580010002,434.0,450.0
송파(위례),11240580010003,528.0,106.0
송파(위례),11240580010004,373.0,475.0
송파(위례),11240580010005,507.0,4731.0
송파(위례),11240580010006,536.0,4538.0
송파(위례),11240580010007,343.0,605.0
송파(위례),11240580010008,584.0,120.0
송파(위례),11240580010009,417.0,94.0
송파(위례),11240580010010,552.0,135.0
송파(위례),11240580010011,381.0,225.0
송파(위례),11240580010012,667.0,86.0
송파(위례),11240580010013,460.0,231.0
송파(위례),11240580010014,333.0,360.0
송파(위례),11240580010015,361.0,70.0
송파(위례),11240580010016,642.0,73.0
송파(위례),11240580010017,351.0,29.0
송파(위례),11240580010018,555.0,70.0
송파(위례),11240580010019,423.0,946.0
송파(위례),11240580010501,599.0,132.0
송파(위례),11240580010601,667.0,219.0
송파(위례),11240580010701,478.0,156.0
송파(위례),11240580010801,550.0,50.0
송파(위례),11240580010901,463.0,1044.0
송파(위례),11240580020001,346.0,129.0
송파(위례),11240580020002,513.0,153.0
송파(위례),11240580020003,498.0,626.0
송파(위례),11240580020004,574.0,75.0
송파(위례),11240580020005,589.0,955.0
송파(위례),11240580020006,544.0,62.0
송파(위례),11240580020007,459.0,55.0
송파(위례),11240580020008,375.0,1441.0
송파(위례),11240580020009,370.0,23.0
송파(위례),11240580020010,628.0,62.0
송파(위례),11240580020011,579.0,147.0
송파(위례),11240580020012,495.0,78.0
송파(위례),11240580020013,560.0,366.0
송파(위례),11240580020014,557.0,53.0
송파(위례),11240580020015,597.0,16.0
송파(위례),11240580020016,469.0,290.0
송파(위례),11240580020017,391.0,9.0
송파(위례),11240580020018,467.0,134.0
송파(위례),11240580020019,413.0,89.0
송파(위례),11240580020020,575.0,55.0
송파(위례),11240580020021,410.0,41.0
송파(위례),11240580020022,585.0,219.0
송파(위례),11240580020023,541.0,28.0
송파(위례),11240580020024,371.0,153.0
송파(위례),11240580020025,591.0,62.0
송파(위례),11240580020026,390.0,57.0
송파(위례),11240580020027,666.0,123.0
송파(위례),11240580020301,342.0,17.0
송파(위례),11240580020501,399.0,23.0
송파(위례),11240590010001,0.0,2564.0
송파(위례),11240590020001,861.0,720.0
송파(위례),11240590030002,0.0,236.0
송파(위례),11240590030101,530.0,5.0
송파(위례),11240590030102,430.0,2.0
송파(위례),11240590030103,516.0,8.0
송파(위례),11240590030104,487.0,4.0
송파(위례),11240590030105,459.0,7.0
송파(위례),11240590030106,517.0,41.0
송파(위례),11240590030107,428.0,223.0
송파(위례),11240590030108,420.0,22.0
송파(위례),11240590030109,579.0,10.0
송파(위례),11240590040101,572.0,26.0
송파(위례),11240590040102,480.0,3.0
송파(위례),11240590040103,582.0,88.0
송파(위례),11240590040104,560.0,26.0
송파(위례),11240590050001,0.0,56.0
송파(위례),11240590050101,446.0,711.0
송파(위례),11240590050102,531.0,57.0
송파(위례),11240590050103,514.0,16.0
송파(위례),11240590050104,466.0,7.0
송파(위례),11240590050105,454.0,25.0
송파(위례),11240590050106,518.0,9.0
송파(위례),11240590050107,504.0,7.0
송파(위례),11240590050108,523.0,3.0
송파(위례),11240590050109,555.0,14.0
송파(위례),11240590050110,450.0,21.0
송파(위례),11240590050111,436.0,4.0
송파(위례),11240590050112,503.0,6.0
송파(위례),11240590050113,537.0,7.0
송파(위례),11240590050114,400.0,4.0
송파(위례),11240590050115,438.0,2.0
송파(위례),11240590050116,473.0,6.0
송파(위례),11240590050117,411.0,25.0
송파(위례),11240590050118,510.0,15.0
송파(위례),11240590050119,477.0,5.0
송파(위례),11240590050120,560.0,24.0
송파(위례),11240600010001,498.0,745.0
송파(위례),11240600010002,395.0,1618.0
송파(위례),11240600010003,369.0,762.0
송파(위례),11240600010004,443.0,280.0
송파(위례),11240600010005,528.0,32.0
송파(위례),11240600010006,416.0,4597.0
송파(위례),11240600010007,373.0,1096.0
송파(위례),11240600010008,384.0,1346.0
송파(위례),11240600010009,380.0,369.0
송파(위례),11240600010010,135.0,151.0
송파(위례),11240600010011,402.0,31.0
송파(위례),11240600010201,328.0,8.0
송파(위례),11240600010301,480.0,49.0
송파(위례),11240600010302,400.0,7.0
송파(위례),11240600010303,403.0,22.0
송파(위례),11240600010304,405.0,18.0
송파(위례),11240600010305,336.0,7.0
송파(위례),11240600010401,588.0,7.0
송파(위례),11240600010402,450.0,18.0
송파(위례),11240600010403,519.0,29.0
송파(위례),11240600010404,473.0,7.0
송파(위례),11240600010405,470.0,128.0
송파(위례),11240600010406,506.0,8.0
송파(위례),11240600010407,547.0,6.0
송파(위례),11240600010501,329.0,89.0
송파(위례),11240600010601,574.0,13.0
송파(위례),11240600010602,343.0,19.0
송파(위례),11240600020001,492.0,15.0
송파(위례),11240600020002,496.0,143.0
송파(위례),11240600020003,595.0,54.0
송파(위례),11240600020004,535.0,417.0
송파(위례),11240600020005,587.0,146.0
송파(위례),11240600020006,427.0,54.0
송파(위례),11240600020007,564.0,70.0
송파(위례),11240600020008,414.0,402.0
송파(위례),11240600020009,544.0,69.0
송파(위례),11240600020010,415.0,232.0
송파(위례),11240600020011,449.0,429.0
송파(위례),11240600020012,517.0,477.0
송파(위례),11240600020013,528.0,102.0
송파(위례),11240600020014,510.0,78.0
송파(위례),11240600020015,473.0,563.0
송파(위례),11240600020101,497.0,9.0
송파(위례),11240600020102,537.0,12.0
송파(위례),11240600020103,311.0,32.0
송파(위례),11240600020301,397.0,0.0
송파(위례),11240600020302,425.0,18.0
송파(위례),11240600030001,609.0,666.0
송파(위례),11240600030101,584.0,21.0
송파(위례),11240600030102,584.0,13.0
송파(위례),11240600030103,579.0,40.0
송파(위례),11240600030104,373.0,14.0
송파(위례),11240600040001,584.0,90.0
송파(위례),11240600040002,512.0,182.0
송파(위례),11240600040003,448.0,112.0
송파(위례),11240600040004,540.0,96.0
송파(위례),11240600040005,442.0,69.0
송파(위례),11240600040006,466.0,34.0
송파(위례),11240600040007,505.0,65.0
송파(위례),11240600040008,601.0,212.0
송파(위례),11240600040009,499.0,296.0
송파(위례),11240600040101,721.0,17.0
송파(위례),11240600040201,633.0,40.0
송파(위례),11240600040301,529.0,22.0
송파(위례),11240600050001,449.0,309.0
송파(위례),11240600050002,436.0,98.0
송파(위례),11240600050003,432.0,60.0
송파(위례),11240600050004,497.0,371.0
송파(위례),11240600050005,413.0,1037.0
송파(위례),11240600050101,583.0,11.0
송파(위례),11240600050201,477.0,21.0
송파(위례),11240600050202,486.0,5.0
송파(위례),11240600050203,380.0,119.0
송파(위례),11240600050204,342.0,12.0
송파(위례),11240600050301,587.0,37.0
송파(위례),11240600050401,367.0,26.0
송파(위례),11240600050402,401.0,16.0
송파(위례),11240610010001,583.0,535.0
송파(위례),11240610010002,389.0,132.0
송파(위례),11240610010003,517.0,154.0
송파(위례),11240610010004,540.0,164.0
송파(위례),11240610010005,433.0,105.0
송파(위례),11240610010006,433.0,94.0
송파(위례),11240610010007,576.0,1275.0
송파(위례),11240610010008,532.0,41.0
송파(위례),11240610010009,548.0,109.0
송파(위례),11240610010010,425.0,337.0
송파(위례),11240610010011,476.0,1299.0
송파(위례),11240610010012,418.0,159.0
송파(위례),11240610010013,517.0,433.0
송파(위례),11240610010014,414.0,990.0
송파(위례),11240610010015,553.0,340.0
송파(위례),11240610010016,485.0,199.0
송파(위례),11240610010017,455.0,145.0
송파(위례),11240610010018,429.0,1578.0
송파(위례),11240610010501,375.0,113.0
송파(위례),11240610010701,589.0,50.0
송파(위례),11240610020001,502.0,96.0
송파(위례),11240610020002,394.0,21.0
송파(위례),11240610020003,502.0,39.0
송파(위례),11240610020004,419.0,638.0
송파(위례),11240610020005,425.0,862.0
송파(위례),11240610020006,524.0,119.0
송파(위례),11240610020007,579.0,39.0
송파(위례),11240610020008,547.0,756.0
송파(위례),11240610020009,421.0,91.0
송파(위례),11240610020010,435.0,474.0
송파(위례),11240610020011,378.0,128.0
송파(위례),11240610020012,581.0,58.0
송파(위례),11240610020013,579.0,261.0
송파(위례),11240610020014,678.0,22.0
송파(위례),11240610020015,589.0,249.0
송파(위례),11240610020016,573.0,153.0
송파(위례),11240610020017,378.0,22.0
송파(위례),11240610020018,526.0,254.0
송파(위례),11240610020019,569.0,90.0
송파(위례),11240610020020,493.0,86.0
송파(위례),11240610020021,436.0,388.0
송파(위례),11240610020022,589.0,72.0
송파(위례),11240610020101,476.0,9.0
송파(위례),11240610020102,563.0,12.0
송파(위례),11240610020103,529.0,14.0
송파(위례),11240620010001,318.0,334.0
송파(위례),11240620010002,602.0,500.0
송파(위례),11240620010003,378.0,657.0
송파(위례),11240620010004,463.0,51.0
송파(위례),11240620010005,522.0,363.0
송파(위례),11240620010006,647.0,59.0
송파(위례),11240620010007,0.0,0.0
송파(위례),11240620010008,491.0,13.0
송파(위례),11240620010009,642.0,468.0
송파(위례),11240620010010,446.0,125.0
송파(위례),11240620010011,399.0,170.0
송파(위례),11240620010012,515.0,74.0
송파(위례),11240620010013,366.0,263.0
송파(위례),11240620010014,358.0,180.0
송파(위례),11240620010015,0.0,14.0
송파(위례),11240620010101,321.0,11.0
송파(위례),11240620010301,432.0,9.0
송파(위례),11240620010302,613.0,19.0
송파(위례),11240620010303,600.0,16.0
송파(위례),11240620010304,466.0,14.0
송파(위례),11240620010401,546.0,117.0
송파(위례),11240620010402,499.0,6.0
송파(위례),11240620010403,486.0,22.0
송파(위례),11240620010404,526.0,4.0
송파(위례),11240620010405,599.0,16.0
송파(위례),11240620010501,586.0,37.0
송파(위례),11240620010502,498.0,29.0
송파(위례),11240620010601,452.0,12.0
송파(위례),11240620010602,429.0,74.0
송파(위례),11240620010603,580.0,12.0
송파(위례),11240620010604,504.0,44.0
송파(위례),11240620010605,519.0,8.0
송파(위례),11240620010701,630.0,9.0
송파(위례),11240620010702,508.0,110.0
송파(위례),11240620010703,575.0,10.0
송파(위례),11240620010704,604.0,8.0
송파(위례),11240620010901,385.0,17.0
송파(위례),11240620010902,321.0,29.0
송파(위례),11240630010001,374.0,628.0
송파(위례),11240630010002,682.0,101.0
송파(위례),11240630010003,485.0,80.0
송파(위례),11240630010004,401.0,228.0
송파(위례),11240630010005,410.0,1507.0
송파(위례),11240630010006,514.0,34.0
송파(위례),11240630010007,481.0,398.0
송파(위례),11240630010008,437.0,598.0
송파(위례),11240630010009,552.0,105.0
송파(위례),11240630010010,440.0,1046.0
송파(위례),11240630010011,518.0,44.0
송파(위례),11240630010012,530.0,267.0
송파(위례),11240630010013,478.0,880.0
송파(위례),11240630010014,521.0,61.0
송파(위례),11240630010015,625.0,124.0
송파(위례),11240630010016,480.0,46.0
송파(위례),11240630010017,578.0,357.0
송파(위례),11240630010018,376.0,357.0
송파(위례),11240630010019,503.0,177.0
송파(위례),11240630010020,384.0,65.0
송파(위례),11240630010021,612.0,176.0
송파(위례),11240630010022,420.0,201.0
송파(위례),11240630010023,446.0,64.0
송파(위례),11240630010301,318.0,118.0
송파(위례),11240630020001,497.0,59.0
송파(위례),11240630020002,554.0,62.0
송파(위례),11240630020003,526.0,19.0
송파(위례),11240630020004,580.0,96.0
송파(위례),11240630020005,620.0,888.0
송파(위례),11240630020006,603.0,94.0
송파(위례),11240630020007,471.0,1044.0
송파(위례),11240630020008,604.0,104.0
송파(위례),11240630020009,482.0,160.0
송파(위례),11240630020010,575.0,127.0
송파(위례),11240630020011,616.0,46.0
송파(위례),11240630020012,432.0,252.0
송파(위례),11240630020013,614.0,35.0
송파(위례),11240630020014,443.0,596.0
송파(위례),11240630020015,402.0,152.0
송파(위례),11240630020016,596.0,46.0
송파(위례),11240630020017,471.0,12.0
송파(위례),11240630020018,540.0,148.0
송파(위례),11240630020019,470.0,53.0
송파(위례),11240630020020,606.0,1054.0
송파(위례),11240630020021,651.0,170.0
송파(위례),11240630020022,495.0,134.0
송파(위례),11240630020023,597.0,28.0
송파(위례),11240630020024,454.0,48.0
송파(위례),11240630020025,574.0,30.0
송파(위례),11240630020026,538.0,986.0
송파(위례),11240630020027,419.0,106.0
송파(위례),11240630020028,484.0,29.0
송파(위례),11240630020029,631.0,34.0
송파(위례),11240630020030,587.0,48.0
송파(위례),11240630020031,397.0,183.0
송파(위례),11240630020032,385.0,139.0
송파(위례),11240630020033,429.0,39.0
송파(위례),11240630020101,548.0,12.0
송파(위례),11240630020102,530.0,27.0
송파(위례),11240640010001,501.0,40.0
송파(위례),11240640010002,568.0,23.0
송파(위례),11240640010003,426.0,889.0
송파(위례),11240640010004,454.0,330.0
송파(위례),11240640010005,407.0,75.0
송파(위례),11240640010006,433.0,39.0
송파(위례),11240640010007,547.0,89.0
송파(위례),11240640010008,404.0,857.0
송파(위례),11240640010009,549.0,52.0
송파(위례),11240640010010,433.0,679.0
송파(위례),11240640010011,518.0,121.0
송파(위례),11240640010012,531.0,70.0
송파(위례),11240640010013,498.0,167.0
송파(위례),11240640010014,479.0,206.0
송파(위례),11240640010015,510.0,1927.0
송파(위례),11240640010016,499.0,41.0
송파(위례),11240640010017,455.0,44.0
송파(위례),11240640010018,411.0,21.0
송파(위례),11240640010019,390.0,58.0
송파(위례),11240640010020,531.0,80.0
송파(위례),11240640010021,572.0,59.0
송파(위례),11240640010022,469.0,42.0
송파(위례),11240640010023,450.0,31.0
송파(위례),11240640020001,532.0,89.0
송파(위례),11240640020002,614.0,23.0
송파(위례),11240640020003,434.0,11.0
송파(위례),11240640020004,579.0,33.0
송파(위례),11240640020005,389.0,164.0
송파(위례),11240640020006,490.0,67.0
송파(위례),11240640020007,371.0,223.0
송파(위례),11240640020008,515.0,55.0
송파(위례),11240640020009,390.0,299.0
송파(위례),11240640020010,430.0,405.0
송파(위례),11240640020011,421.0,729.0
송파(위례),11240640020012,531.0,110.0
송파(위례),11240640020013,642.0,122.0
송파(위례),11240640020014,540.0,26.0
송파(위례),11240640020015,436.0,199.0
송파(위례),11240640020016,418.0,22.0
송파(위례),11240640020017,603.0,764.0
송파(위례),11240640020018,632.0,45.0
송파(위례),11240640020019,573.0,30.0
송파(위례),11240640020020,641.0,93.0
송파(위례),11240640020021,502.0,53.0
송파(위례),11240640020022,511.0,65.0
송파(위례),11240640020023,637.0,469.0
송파(위례),11240640020024,377.0,19.0
송파(위례),11240640020025,613.0,33.0
송파(위례),11240640020026,565.0,122.0
송파(위례),11240640020027,571.0,70.0
송파(위례),11240640020028,586.0,28.0
송파(위례),11240640020029,353.0,20.0
송파(위례),11240640020030,471.0,19.0
송파(위례),11240640020031,347.0,33.0
송파(위례),11240640020032,374.0,24.0
송파(위례),11240640020033,500.0,282.0
송파(위례),11240640020101,311.0,18.0
송파(위례),11240650010001,503.0,1060.0
송파(위례),11240650010002,519.0,116.0
송파(위례),11240650010003,492.0,600.0
송파(위례),11240650010004,509.0,506.0
송파(위례),11240650010005,498.0,728.0
송파(위례),11240650010006,545.0,470.0
송파(위례),11240650010007,432.0,7193.0
송파(위례),11240650010008,457.0,701.0
송파(위례),11240650010009,424.0,297.0
송파(위례),11240650010010,521.0,1420.0
송파(위례),11240650010011,497.0,107.0
송파(위례),11240650010012,497.0,613.0
송파(위례),11240650010013,491.0,127.0
송파(위례),11240650010014,478.0,2236.0
송파(위례),11240650010015,571.0,87.0
송파(위례),11240650010016,399.0,759.0
송파(위례),11240650010017,519.0,34.0
송파(위례),11240650010018,488.0,397.0
송파(위례),11240650010019,403.0,1774.0
송파(위례),11240650010020,415.0,655.0
송파(위례),11240650010101,344.0,130.0
송파(위례),11240650010201,518.0,29.0
송파(위례),11240650010202,399.0,28.0
송파(위례),11240650010203,305.0,3.0
송파(위례),11240650010601,592.0,20.0
송파(위례),11240650010701,601.0,19.0
송파(위례),11240650010702,834.0,49.0
송파(위례),11240650010801,462.0,15.0
송파(위례),11240650010802,497.0,86.0
송파(위례),11240650010803,420.0,9.0
송파(위례),11240650010804,443.0,19.0
송파(위례),11240650010901,543.0,23.0
송파(위례),11240650010902,588.0,10.0
송파(위례),11240650010903,369.0,50.0
송파(위례),11240650010904,404.0,67.0
송파(위례),11240650010905,504.0,19.0
송파(위례),11240650011101,354.0,16.0
송파(위례),11240650011102,348.0,8.0
송파(위례),11240650011301,440.0,15.0
송파(위례),11240650011401,442.0,160.0
송파(위례),11240650011402,397.0,127.0
송파(위례),11240650012501,726.0,3035.0
송파(위례),11240650020001,398.0,60.0
송파(위례),11240650020002,534.0,515.0
송파(위례),11240650020003,422.0,789.0
송파(위례),11240650020004,450.0,118.0
송파(위례),11240650020005,579.0,1178.0
송파(위례),11240650020006,432.0,500.0
송파(위례),11240650020101,725.0,31.0
송파(위례),11240650020201,449.0,30.0
송파(위례),11240660010101,626.0,35.0
송파(위례),11240660010201,496.0,4.0
송파(위례),11240660010202,553.0,79.0
송파(위례),11240660010203,374.0,8.0
송파(위례),11240660010204,497.0,26.0
송파(위례),11240660010205,675.0,23.0
송파(위례),11240660010206,610.0,13.0
송파(위례),11240660010207,512.0,105.0
송파(위례),11240660010208,474.0,6.0
송파(위례),11240660010209,625.0,24.0
송파(위례),11240660010210,447.0,15.0
송파(위례),11240660010211,440.0,7.0
송파(위례),11240660010212,416.0,7.0
송파(위례),11240660010213,577.0,723.0
송파(위례),11240660010214,410.0,7.0
송파(위례),11240660010215,415.0,13.0
송파(위례),11240660010216,441.0,7.0
송파(위례),11240660010217,581.0,46.0
송파(위례),11240660010218,481.0,23.0
송파(위례),11240660010219,513.0,11.0
송파(위례),11240660010220,540.0,16.0
송파(위례),11240660010221,575.0,31.0
송파(위례),11240660010222,692.0,11137.0
송파(위례),11240660010223,389.0,5.0
송파(위례),11240660010224,419.0,8.0
송파(위례),11240660010225,423.0,13.0
송파(위례),11240660010226,517.0,31.0
송파(위례),11240660010227,403.0,4.0
송파(위례),11240660010228,638.0,10.0
송파(위례),11240660010229,430.0,13.0
송파(위례),11240660010230,586.0,9.0
송파(위례),11240660010231,543.0,5.0
송파(위례),11240660010232,357.0,4.0
송파(위례),11240660010233,358.0,18.0
송파(위례),11240660010234,450.0,13.0
송파(위례),11240660010235,393.0,7.0
송파(위례),11240660010236,541.0,9.0
송파(위례),11240660010237,539.0,7.0
송파(위례),11240660010238,488.0,5.0
송파(위례),11240660010239,344.0,3.0
송파(위례),11240660010240,417.0,22.0
송파(위례),11240660010241,417.0,9.0
송파(위례),11240660010242,414.0,20.0
송파(위례),11240660010243,655.0,175.0
송파(위례),11240660010244,647.0,4.0
송파(위례),11240660010245,672.0,25.0
송파(위례),11240660010246,446.0,5.0
송파(위례),11240660010247,413.0,12.0
송파(위례),11240660010248,410.0,6.0
송파(위례),11240660010249,553.0,8.0
송파(위례),11240660010250,416.0,4.0
송파(위례),11240660010251,549.0,16.0
송파(위례),11240660010252,425.0,15.0
송파(위례),11240670010001,471.0,776.0
송파(위례),11240670010002,477.0,604.0
송파(위례),11240670010003,318.0,268.0
송파(위례),11240670010004,508.0,468.0
송파(위례),11240670010005,415.0,17.0
송파(위례),11240670010006,614.0,124.0
송파(위례),11240670010007,429.0,1779.0
송파(위례),11240670010008,477.0,330.0
송파(위례),11240670010009,483.0,724.0
송파(위례),11240670010010,563.0,193.0
송파(위례),11240670010011,333.0,715.0
송파(위례),11240670010012,618.0,133.0
송파(위례),11240670010013,495.0,68.0
송파(위례),11240670010014,414.0,17.0
송파(위례),11240670010015,375.0,36.0
송파(위례),11240670010016,0.0,8.0
송파(위례),11240670010601,543.0,21.0
송파(위례),11240670010602,628.0,28.0
송파(위례),11240670010701,568.0,17.0
송파(위례),11240670010702,404.0,17.0
송파(위례),11240670010703,353.0,25.0
송파(위례),11240670010704,818.0,17.0
송파(위례),11240670010705,663.0,10.0
송파(위례),11240670010706,515.0,9.0
송파(위례),11240670010707,485.0,52.0
송파(위례),11240670010708,823.0,33.0
송파(위례),11240670010709,518.0,13.0
송파(위례),11240670010710,592.0,216.0
송파(위례),11240670010711,554.0,6.0
송파(위례),11240670010801,587.0,48.0
송파(위례),11240670010802,423.0,28.0
송파(위례),11240670010803,518.0,7.0
송파(위례),11240670010804,605.0,4.0
송파(위례),11240670010805,563.0,13.0
송파(위례),11240670011401,407.0,30.0
송파(위례),11240670020001,461.0,478.0
송파(위례),11240670020002,435.0,373.0
송파(위례),11240670020003,532.0,456.0
송파(위례),11240670020004,512.0,33.0
송파(위례),11240670020005,426.0,108.0
송파(위례),11240670020006,512.0,652.0
송파(위례),11240670020007,510.0,412.0
송파(위례),11240670020008,586.0,767.0
송파(위례),11240670020009,598.0,175.0
송파(위례),11240670020010,457.0,817.0
송파(위례),11240670020011,527.0,59.0
송파(위례),11240670020101,510.0,14.0
송파(위례),11240670020102,396.0,9.0
송파(위례),11240670020103,406.0,13.0
송파(위례),11240670020104,525.0,43.0
송파(위례),11240670020201,302.0,83.0
송파(위례),11240670020401,533.0,10.0
송파(위례),11240670020402,506.0,98.0
송파(위례),11240670020403,553.0,16.0
송파(위례),11240670020501,471.0,56.0
송파(위례),11240670020502,411.0,6.0
송파(위례),11240670020503,550.0,29.0
송파(위례),11240670020504,464.0,7.0
송파(위례),11240670020901,327.0,134.0
송파(위례),11240670021401,525.0,65.0
송파(위례),11240680010001,431.0,80.0
송파(위례),11240680010002,446.0,124.0
송파(위례),11240680010003,444.0,756.0
송파(위례),11240680010004,555.0,70.0
송파(위례),11240680010005,586.0,154.0
송파(위례),11240680010006,505.0,361.0
송파(위례),11240680010007,503.0,292.0
송파(위례),11240680010008,460.0,235.0
송파(위례),11240680010009,437.0,1060.0
송파(위례),11240680010010,555.0,217.0
송파(위례),11240680010011,449.0,261.0
송파(위례),11240680010012,606.0,59.0
송파(위례),11240680010013,445.0,63.0
송파(위례),11240680010014,446.0,123.0
송파(위례),11240680010015,506.0,222.0
송파(위례),11240680010016,581.0,318.0
송파(위례),11240680010017,505.0,232.0
송파(위례),11240680010018,416.0,26.0
송파(위례),11240680010019,567.0,541.0
송파(위례),11240680010020,564.0,451.0
송파(위례),11240680010021,528.0,1098.0
송파(위례),11240680010101,478.0,382.0
송파(위례),11240680010102,569.0,36.0
송파(위례),11240680010103,583.0,11.0
송파(위례),11240680010104,512.0,11.0
송파(위례),11240680010105,599.0,14.0
송파(위례),11240680010106,505.0,8.0
송파(위례),11240680010107,494.0,10.0
송파(위례),11240680010108,585.0,23.0
송파(위례),11240680010109,480.0,32.0
송파(위례),11240680010201,613.0,38.0
송파(위례),11240680010202,515.0,24.0
송파(위례),11240680010401,564.0,34.0
송파(위례),11240680010402,457.0,12.0
송파(위례),11240680010403,442.0,6.0
송파(위례),11240680010501,337.0,48.0
송파(위례),11240680011201,699.0,82.0
송파(위례),11240690010001,825.0,2589.0
송파(위례),11240690010002,1621.0,813.0
송파(위례),11240690010003,628.0,45213.0
송파(위례),11240690020001,0.0,5528.0
송파(위례),11240690020101,662.0,52.0
송파(위례),11240690020102,567.0,32.0
송파(위례),11240690020103,595.0,22.0
송파(위례),11240690020104,733.0,945.0
송파(위례),11240690020105,520.0,69.0
송파(위례),11240690020106,625.0,83.0
송파(위례),11240690020107,515.0,61.0
송파(위례),11240690020108,595.0,17.0
송파(위례),11240690020109,497.0,42.0
송파(위례),11240690020110,1727.0,467.0
송파(위례),11240690030001,0.0,7696.0
송파(위례),11240690030002,2495.0,709.0
송파(위례),11240690030003,1352.0,166.0
송파(위례),11240690040101,439.0,225.0
송파(위례),11240690040102,627.0,10.0
송파(위례),11240690040103,599.0,10.0
송파(위례),11240690040104,469.0,4.0
송파(위례),11240690040105,410.0,13.0
송파(위례),11240690040106,416.0,6.0
송파(위례),11240690040107,654.0,1045.0
송파(위례),11240690040108,495.0,20.0
송파(위례),11240690040109,450.0,83.0
송파(위례),11240690040110,557.0,22.0
송파(위례),11240690040111,507.0,6.0
송파(위례),11240690040112,404.0,54.0
송파(위례),11240690040113,472.0,7.0
송파(위례),11240690040114,499.0,8.0
송파(위례),11240690040115,469.0,8.0
송파(위례),11240690040116,539.0,150.0
송파(위례),11240690040117,498.0,6.0
송파(위례),11240690040118,430.0,6.0
송파(위례),11240690040119,411.0,4.0
송파(위례),11240690040120,441.0,6.0
송파(위례),11240690040121,424.0,27.0
송파(위례),11240690040122,505.0,6.0
송파(위례),11240690040123,500.0,59.0
송파(위례),11240690040124,465.0,12.0
송파(위례),11240690040125,426.0,10.0
송파(위례),11240690040126,400.0,4.0
송파(위례),11240690050001,519.0,29914.0
송파(위례),11240690060001,249.0,888.0
송파(위례),11240710010001,444.0,116.0
송파(위례),11240710010002,535.0,70.0
송파(위례),11240710010003,408.0,880.0
송파(위례),11240710010004,457.0,207.0
송파(위례),11240710010005,486.0,157.0
송파(위례),11240710010006,422.0,3502.0
송파(위례),11240710010007,380.0,5214.0
송파(위례),11240710010008,466.0,108.0
송파(위례),11240710010009,551.0,1666.0
송파(위례),11240710010010,543.0,113.0
송파(위례),11240710010011,431.0,82.0
송파(위례),11240710010012,451.0,397.0
송파(위례),11240710010013,484.0,37.0
송파(위례),11240710010014,421.0,544.0
송파(위례),11240710010015,454.0,386.0
송파(위례),11240710010016,515.0,109.0
송파(위례),11240710010017,640.0,105.0
송파(위례),11240710010018,577.0,56.0
송파(위례),11240710010019,491.0,72.0
송파(위례),11240710010020,555.0,108.0
송파(위례),11240710010021,567.0,330.0
송파(위례),11240710010022,496.0,293.0
송파(위례),11240710010023,423.0,893.0
송파(위례),11240710010024,339.0,26.0
송파(위례),11240710010025,434.0,264.0
송파(위례),11240710010026,501.0,48.0
송파(위례),11240710010027,490.0,603.0
송파(위례),11240710010028,605.0,32.0
송파(위례),11240710010029,370.0,45.0
송파(위례),11240710010030,413.0,791.0
송파(위례),11240710010031,627.0,110.0
